country, order_value_EUR , cost ,date,category,customer_name,sales_manager,sales_rep,device_type,order_id
Portugal,11/3/2597,213413.56,"Thursday, December 12, 2019",Appliances,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,PC,85-9560144
France,12/19/2056,46308.55,"Saturday, October 24, 2020",Other,Goldner-Dibbert,Othello Bowes,Amelina Piscopiello,PC,35-9605742
Portugal,1/15/2080,56672.3,"Friday, October 9, 2020",Smartphones,"Schowalter, Lesch and Beahan",Celine Tumasian,Aurelie Wren,PC,30-0037690
Portugal,6/7/2046,46713.8,"Tuesday, February 18, 2020",Clothing,Johns and Sons,Celine Tumasian,Corene Shirer,PC,75-6038587
France,3/27/2324,133195.66,"Wednesday, October 9, 2019",Smartphones,Kihn Inc,Othello Bowes,Crysta Halls,Tablet,45-8966277
UK,8/13/1954,16364.25,"Monday, February 25, 2019",Beauty,Smith Group,Jessamine Apark,Winny Agnolo,Tablet,23-0941629
France,8/23/2241,106853.11,"Friday, May 22, 2020",Electronics,"Swaniawski, Runolfsson and Green",Othello Bowes,Ora Grennan,Tablet,44-2757396
Luxembourg,10/27/2230,95746.71,"Friday, May 22, 2020",Outdoors,Stamm-Zulauf,Ilsa Kob,Jocelyn Laurentino,PC,21-4464304
Portugal,6/9/2249,110963.17,"Sunday, November 24, 2019",Clothing,"Schowalter, Lesch and Beahan",Celine Tumasian,Corene Shirer,PC,02-8721192
Luxembourg,11/12/2088,59560.93,"Friday, January 11, 2019",Beauty,"Schmitt, Purdy and Johnson",Ilsa Kob,Jocelyn Laurentino,PC,46-9710750
France,7/28/2055,46583.63,"Saturday, December 21, 2019",Beauty,"Rowe, Hermiston and Kessler",Othello Bowes,Ora Grennan,Mobile,26-1781486
Portugal,8/22/2247,101516.45,"Sunday, January 13, 2019",Games,Larkin-Collier,Celine Tumasian,Hortense Gerring,PC,57-7927520
Portugal,4/19/2233,106214.86,"Wednesday, May 6, 2020",Accessories,"Zieme, Bailey and Herzog",Celine Tumasian,Smitty Culverhouse,PC,95-4271285
France,6/21/2311,123611.44,"Wednesday, August 5, 2020",Books,"Fisher, Morar and Skiles",Othello Bowes,Avrit Chanders,PC,66-4296261
Finland,8/22/2154,81837.05,"Monday, November 9, 2020",Outdoors,McGlynn-Prosacco,Hube Corey,Wat Bowkley,PC,24-8477374
Ireland,10/18/2353,132912.68,"Tuesday, January 21, 2020",Books,"Farrell, Swaniawski and Crist",Glenine Suttaby,Bunnie Tonbridge,PC,96-1991854
Sweden,3/12/2385,155807.88,"Tuesday, May 7, 2019",Clothing,"Schmitt, Purdy and Johnson",Maxie Marrow,Alyosha Meah,PC,54-3353166
France,5/30/2171,78819.89,"Saturday, March 21, 2020",Smartphones,Kirlin and Sons,Othello Bowes,Avrit Chanders,PC,44-6408586
Germany,3/29/2394,145968.36,"Thursday, July 4, 2019",Games,"Jacobson, Marvin and Brown",Rickard Doogood,Casie MacBain,PC,86-6107692
France,8/24/2086,54040.91,"Saturday, November 14, 2020",Smartphones,Larkin-Collier,Othello Bowes,Amelina Piscopiello,PC,89-7513050
Portugal,10/10/2166,79773.6,"Thursday, August 8, 2019",Games,Labadie and Sons,Celine Tumasian,Brynn Dempster,PC,54-2767741
Sweden,9/30/2183,84030.23,"Thursday, October 22, 2020",Electronics,"Leffler, Prohaska and Streich",Maxie Marrow,Anita Woakes,PC,24-6905998
Sweden,12/2/2364,145952.24,"Saturday, November 28, 2020",Smartphones,"Schowalter, Lesch and Beahan",Maxie Marrow,Caro Morfield,PC,35-0173281
France,1/23/2106,61694.59,"Wednesday, September 16, 2020",Clothing,Tillman and Sons,Othello Bowes,Ora Grennan,Mobile,93-5465623
Spain,5/7/2061,51855.29,"Friday, September 20, 2019",Electronics,"Schowalter, Lesch and Beahan",Emalia Dinse,Bertha Walbrook,Mobile,67-2823354
Portugal,1/30/2362,137398.59,"Thursday, August 22, 2019",Games,Tillman and Sons,Celine Tumasian,Corene Shirer,PC,28-0622425
Portugal,1/4/2318,122385.7,"Tuesday, July 7, 2020",Outdoors,"Spencer, Rogahn and Muller",Celine Tumasian,Smitty Culverhouse,PC,84-0679518
Portugal,2/12/2219,95448.37,"Sunday, May 24, 2020",Outdoors,"Hermiston, Simonis and Wisoky",Celine Tumasian,Hortense Gerring,PC,95-1195568
France,3/23/2750,248275.93,"Friday, December 11, 2020",Electronics,Johns and Sons,Othello Bowes,Ora Grennan,PC,57-2495984
Portugal,2/7/2191,92705.4,"Thursday, September 19, 2019",Games,Goldner-Dibbert,Celine Tumasian,Aurelie Wren,Mobile,77-5229094
Sweden,1/21/2148,71630,"Thursday, March 5, 2020",Electronics,McGlynn-Bergstrom,Maxie Marrow,Tarrah Castelletti,PC,09-3747816
Spain,7/30/2228,97762.23,"Monday, May 11, 2020",Games,"Schmitt, Purdy and Johnson",Emalia Dinse,Bertha Walbrook,Mobile,62-9738356
France,4/26/2293,123158.19,"Friday, October 30, 2020",Appliances,Wisoky Inc,Othello Bowes,Amelina Piscopiello,PC,22-6938537
Portugal,8/18/2621,216155.25,"Monday, June 8, 2020",Outdoors,"Dickinson, Hyatt and Berge",Celine Tumasian,Aurelie Wren,PC,11-0955383
France,12/5/2258,109203.84,"Friday, June 26, 2020",Beauty,Larkin-Collier,Othello Bowes,Maighdiln Upcraft,PC,80-1374023
Italy,12/25/2249,103874.97,"Thursday, May 21, 2020",Games,Romaguera-Dietrich,Piggy Roscrigg,Joshua Prevost,PC,66-7112079
Portugal,2/25/2254,111593.02,"Friday, January 18, 2019",Games,Kihn Inc,Celine Tumasian,Corene Shirer,Mobile,31-2600204
Sweden,3/1/2383,139413.92,"Saturday, June 22, 2019",Games,Wisoky Inc,Maxie Marrow,Anita Woakes,PC,00-7031798
Denmark,5/24/2019,34634.72,"Sunday, March 1, 2020",Appliances,Walter LLC,Modestia Byfford,Cobby Andersen,PC,20-1827241
Portugal,8/17/2276,112140.88,"Tuesday, April 14, 2020",Clothing,Dibbert Inc,Celine Tumasian,Hortense Gerring,PC,80-5941460
France,1/3/2041,44592.6,"Sunday, September 22, 2019",Appliances,Dibbert Inc,Othello Bowes,Amelina Piscopiello,PC,17-3240628
France,2/2/2006,31298.8,"Sunday, September 1, 2019",Outdoors,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,22-5929243
France,10/3/2205,92791.97,"Saturday, June 8, 2019",Beauty,Armstrong-Little,Othello Bowes,Ora Grennan,PC,35-7483371
Sweden,4/6/2028,39630.17,"Monday, August 26, 2019",Beauty,"Leffler, Prohaska and Streich",Maxie Marrow,Anita Woakes,PC,71-1921602
Sweden,9/23/2712,244926.18,"Saturday, June 8, 2019",Other,Walter LLC,Maxie Marrow,Tarrah Castelletti,PC,22-9949979
Portugal,8/16/2347,134178.02,"Wednesday, August 12, 2020",Appliances,"Shanahan, Schaden and Parker",Celine Tumasian,Corene Shirer,PC,06-8466490
France,2/27/2218,93104.94,"Monday, April 15, 2019",Games,"Keeling, Monahan and Pollich",Othello Bowes,Amelina Piscopiello,PC,34-6603897
France,6/22/2434,154649.1,"Wednesday, June 26, 2019",Books,"Keeling, Monahan and Pollich",Othello Bowes,Maighdiln Upcraft,PC,92-3462655
France,8/1/2360,136818.63,"Saturday, January 25, 2020",Smartphones,Altenwerth-Konopelski,Othello Bowes,Avrit Chanders,PC,26-9826298
Sweden,1/15/2584,218737.35,"Thursday, July 9, 2020",Books,Hessel-Stiedemann,Maxie Marrow,Alyosha Meah,PC,39-5542863
Netherlands,5/1/2189,89720.95,"Thursday, May 7, 2020",Games,Hegmann Group,Denice Amberg,Nero Harbisher,Mobile,18-1809309
Portugal,4/10/2594,212449.39,"Monday, July 6, 2020",Games,Wyman Group,Celine Tumasian,Brynn Dempster,PC,51-0837613
France,4/1/2055,46986.31,"Friday, February 1, 2019",Outdoors,Johns and Sons,Othello Bowes,Crysta Halls,PC,46-0117523
Sweden,10/16/1996,30517.76,"Wednesday, February 27, 2019",Smartphones,"Dickinson, Hyatt and Berge",Maxie Marrow,Caro Morfield,PC,58-1079558
Portugal,9/23/1970,22450.04,"Friday, March 13, 2020",Electronics,Romaguera-Dietrich,Celine Tumasian,Brynn Dempster,Mobile,49-9010863
Portugal,10/28/2233,98408.48,"Thursday, September 19, 2019",Clothing,Altenwerth-Konopelski,Celine Tumasian,Brynn Dempster,Mobile,58-2028009
France,10/15/2359,137942.06,"Thursday, April 18, 2019",Games,Romaguera-Haley,Othello Bowes,Amelina Piscopiello,PC,03-4045721
Portugal,11/1/2313,124035.14,"Monday, December 30, 2019",Appliances,"Rowe, Hermiston and Kessler",Celine Tumasian,Aurelie Wren,PC,80-3039005
France,9/28/2162,75976.42,"Saturday, August 24, 2019",Electronics,Littel-Blick,Othello Bowes,Amelina Piscopiello,PC,90-4449856
Portugal,12/2/2237,98171.79,"Thursday, April 11, 2019",Clothing,"Spencer, Rogahn and Muller",Celine Tumasian,Corene Shirer,PC,82-2837449
France,1/20/2251,102217.88,"Sunday, June 21, 2020",Clothing,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,21-4033151
Portugal,11/22/2458,167553.15,"Saturday, June 13, 2020",Games,"Leffler, Prohaska and Streich",Celine Tumasian,Corene Shirer,PC,98-6563368
Sweden,9/12/2144,73646.52,"Sunday, February 17, 2019",Beauty,Johns and Sons,Maxie Marrow,Alyosha Meah,PC,21-2589548
Sweden,6/17/2203,92106.34,"Monday, February 25, 2019",Electronics,"Dickinson, Hyatt and Berge",Maxie Marrow,Alyosha Meah,PC,52-7049356
Netherlands,2/21/2223,99873.91,"Saturday, July 4, 2020",Appliances,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,PC,35-1708827
Portugal,3/5/2385,151779.3,"Wednesday, January 2, 2019",Appliances,Romaguera-Dietrich,Celine Tumasian,Smitty Culverhouse,Mobile,22-1266257
Sweden,12/23/2165,77806.11,"Wednesday, April 29, 2020",Books,Romaguera-Dietrich,Maxie Marrow,Tarrah Castelletti,PC,44-9978904
Spain,9/15/2295,115407.48,"Tuesday, August 4, 2020",Other,"Swaniawski, Runolfsson and Green",Emalia Dinse,Manuel Goudie,PC,63-1220717
Sweden,12/1/2023,37816.27,"Saturday, November 21, 2020",Beauty,Tillman and Sons,Maxie Marrow,Madelon Bront,PC,40-0265810
Bulgaria,3/26/2188,90759.47,"Thursday, November 21, 2019",Books,"Spencer, Rogahn and Muller",Charil Alpe,Shermy McGready,PC,56-6094665
Denmark,3/17/2080,54790.27,"Wednesday, November 11, 2020",Clothing,"Keeling, Monahan and Pollich",Modestia Byfford,Case Desorts,PC,75-3776704
France,1/12/2115,63987.04,"Tuesday, October 8, 2019",Clothing,Considine-Fisher,Othello Bowes,Crysta Halls,PC,55-1050582
Italy,1/15/2003,30847.21,"Monday, March 16, 2020",Appliances,West-Cummings,Piggy Roscrigg,Joshua Prevost,Mobile,78-8602908
Portugal,3/5/2278,115240.03,"Sunday, May 24, 2020",Appliances,"Hamill, Kulas and Roob",Celine Tumasian,Corene Shirer,PC,30-3460885
Ireland,9/28/2003,30010.92,"Monday, January 21, 2019",Electronics,Johns and Sons,Glenine Suttaby,Palm Wetherald,PC,59-0348389
Bulgaria,11/10/2078,53237.13,"Wednesday, February 26, 2020",Clothing,"Christiansen, Donnelly and Bechtelar",Charil Alpe,Shermy McGready,Mobile,91-7447818
France,6/4/2357,135044.88,"Monday, October 21, 2019",Clothing,O'Connell-Mitchell,Othello Bowes,Ora Grennan,PC,37-6449638
France,9/5/2349,134121.1,"Monday, May 20, 2019",Smartphones,Kirlin and Sons,Othello Bowes,Amelina Piscopiello,PC,38-2806168
France,12/30/2378,142690.18,"Wednesday, September 18, 2019",Clothing,Tillman and Sons,Othello Bowes,Amelina Piscopiello,Mobile,09-7737652
Portugal,9/26/2169,84571.17,"Thursday, January 2, 2020",Clothing,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,29-1727395
Portugal,12/18/2090,60731.82,"Tuesday, March 19, 2019",Games,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,92-4695001
Portugal,3/31/2253,104585.25,"Saturday, June 20, 2020",Electronics,Walter LLC,Celine Tumasian,Corene Shirer,PC,51-2167412
Portugal,6/15/2014,33352.45,"Saturday, March 23, 2019",Appliances,"Abbott, Roberts and Torp",Celine Tumasian,Brynn Dempster,Tablet,27-7169008
Finland,3/17/2299,123136.25,"Tuesday, July 30, 2019",Appliances,O'Connell-Mitchell,Hube Corey,Mellicent Mattys,PC,96-5231814
France,8/10/1980,23958.35,"Thursday, October 29, 2020",Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC,03-2027170
Sweden,1/15/2279,115101.7,"Friday, June 14, 2019",Clothing,Wyman Group,Maxie Marrow,Alyosha Meah,Mobile,99-9599677
UK,4/6/2179,87261.49,"Tuesday, March 17, 2020",Games,Franecki-White,Jessamine Apark,Genevra Charrisson,PC,22-0725785
Portugal,8/7/2045,42316.82,"Monday, January 6, 2020",Smartphones,"Christiansen, Donnelly and Bechtelar",Celine Tumasian,Hortense Gerring,PC,37-6033123
Portugal,6/19/2172,81854.26,"Tuesday, March 12, 2019",Books,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,PC,29-5158368
Portugal,1/29/2117,68536.57,"Monday, July 8, 2019",Clothing,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,95-4281933
France,6/6/2205,92470.16,"Saturday, February 15, 2020",Books,Hessel-Stiedemann,Othello Bowes,Crysta Halls,PC,61-0532585
Netherlands,9/30/2017,34458.56,"Friday, July 19, 2019",Appliances,Stamm-Zulauf,Denice Amberg,Nero Harbisher,PC,99-9093075
France,3/13/2324,135739.64,"Monday, June 29, 2020",Books,Friesen-Rath,Othello Bowes,Ora Grennan,PC,65-2631885
Sweden,10/14/2215,100691.37,"Tuesday, September 3, 2019",Outdoors,"Farrell, Swaniawski and Crist",Maxie Marrow,Madelon Bront,Mobile,03-4651559
France,8/27/2078,53919.79,"Monday, June 17, 2019",Games,"Rowe, Hermiston and Kessler",Othello Bowes,Maighdiln Upcraft,PC,91-6673445
Netherlands,7/20/2037,43443.8,"Saturday, October 17, 2020",Books,"Schmitt, Purdy and Johnson",Denice Amberg,Nero Harbisher,Tablet,62-1501210
UK,3/30/2733,261730.24,"Wednesday, December 4, 2019",Clothing,Wunsch LLC,Jessamine Apark,Genevra Charrisson,PC,29-0072186
Bulgaria,9/22/2162,76519.12,"Sunday, October 11, 2020",Books,Hessel-Stiedemann,Charil Alpe,Bernadine Fullagar,PC,06-5115020
Sweden,8/3/2317,122399.66,"Saturday, April 11, 2020",Outdoors,Hane Inc,Maxie Marrow,Madelon Bront,PC,22-6046651
Sweden,1/7/2073,54671.71,"Thursday, April 18, 2019",Smartphones,"Spencer, Rogahn and Muller",Maxie Marrow,Caro Morfield,PC,71-6499815
Sweden,7/27/2127,69604.58,"Tuesday, January 29, 2019",Clothing,O'Connell-Mitchell,Maxie Marrow,Alyosha Meah,PC,81-1454737
France,8/30/2106,60077.28,"Tuesday, December 3, 2019",Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC,26-0092767
Ireland,1/17/2079,53920.06,"Friday, March 20, 2020",Outdoors,Baumbach Group,Glenine Suttaby,Bunnie Tonbridge,Mobile,74-6211038
France,11/7/2033,41180.16,"Monday, May 20, 2019",Clothing,Johns and Sons,Othello Bowes,Ora Grennan,PC,85-5544928
France,4/29/2121,63936.16,"Thursday, May 21, 2020",Games,Goldner-Dibbert,Othello Bowes,Crysta Halls,PC,00-6227453
Ireland,4/26/2117,64532.01,"Sunday, February 9, 2020",Beauty,Hessel-Stiedemann,Glenine Suttaby,Bunnie Tonbridge,Mobile,70-5224180
Bulgaria,8/13/2332,137390.83,"Wednesday, November 27, 2019",Beauty,"Jacobson, Marvin and Brown",Charil Alpe,Bernadine Fullagar,PC,40-8287610
Portugal,6/21/2326,131529,"Wednesday, May 27, 2020",Games,Romaguera-Haley,Celine Tumasian,Aurelie Wren,PC,49-7876403
France,1/7/1953,15857.49,"Saturday, March 28, 2020",Games,Wisoky Inc,Othello Bowes,Avrit Chanders,PC,01-6107437
France,7/8/2024,37317.36,"Friday, October 25, 2019",Smartphones,Wiza and Sons,Othello Bowes,Crysta Halls,PC,13-6163562
Sweden,3/16/2318,130614.75,"Sunday, May 3, 2020",Appliances,Armstrong-Little,Maxie Marrow,Anita Woakes,PC,41-0722740
Sweden,10/2/2598,211446.46,"Saturday, December 28, 2019",Clothing,"Jacobson, Marvin and Brown",Maxie Marrow,Tarrah Castelletti,PC,65-4008552
Portugal,12/26/2323,135376.86,"Wednesday, July 22, 2020",Games,"Dickinson, Hyatt and Berge",Celine Tumasian,Smitty Culverhouse,PC,72-4825752
France,10/22/2585,214142.55,"Saturday, June 13, 2020",Appliances,Goldner-Dibbert,Othello Bowes,Amelina Piscopiello,PC,18-2580592
Sweden,4/9/2215,91430.07,"Sunday, October 25, 2020",Appliances,"Farrell, Swaniawski and Crist",Maxie Marrow,Madelon Bront,PC,14-1283254
Sweden,1/2/2057,50041.41,"Wednesday, August 12, 2020",Beauty,Johns and Sons,Maxie Marrow,Madelon Bront,PC,79-4826735
Portugal,10/6/2104,64992.53,"Friday, June 19, 2020",Beauty,Corwin and Sons,Celine Tumasian,Corene Shirer,PC,82-2840501
France,3/5/2099,59108.62,"Sunday, January 20, 2019",Smartphones,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,19-0320558
Bulgaria,2/3/2251,103024.52,"Sunday, September 20, 2020",Books,"Dickinson, Hyatt and Berge",Charil Alpe,Shermy McGready,PC,57-0945292
Sweden,7/13/2116,67415.21,"Sunday, May 24, 2020",Beauty,McGlynn-Prosacco,Maxie Marrow,Tarrah Castelletti,PC,01-6573793
UK,12/19/2240,105881.76,"Tuesday, September 24, 2019",Clothing,Hilll-Vandervort,Jessamine Apark,Winny Agnolo,PC,63-0694419
Sweden,4/29/2341,135965.83,"Thursday, July 4, 2019",Clothing,Wisoky Inc,Maxie Marrow,Tarrah Castelletti,PC,24-2442637
France,5/3/2200,89853.52,"Wednesday, July 24, 2019",Beauty,Considine-Fisher,Othello Bowes,Crysta Halls,PC,04-8899739
France,10/23/2056,49223.22,"Saturday, April 4, 2020",Appliances,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,48-2932903
Netherlands,7/25/2310,130087.64,"Thursday, October 8, 2020",Games,"Spencer, Rogahn and Muller",Denice Amberg,Nero Harbisher,PC,66-0265458
Italy,12/1/2247,110924.13,"Tuesday, September 24, 2019",Clothing,Labadie and Sons,Piggy Roscrigg,Joshua Prevost,PC,57-6602854
Sweden,9/22/1978,23938.8,"Thursday, October 10, 2019",Books,"Murray, Reichel and Nolan",Maxie Marrow,Madelon Bront,PC,47-6702070
Portugal,6/2/2387,144985.56,"Saturday, January 4, 2020",Appliances,Wisoky Inc,Celine Tumasian,Corene Shirer,PC,99-9215178
Bulgaria,10/16/2316,122303.08,"Wednesday, May 8, 2019",Smartphones,Smith Group,Charil Alpe,Shermy McGready,PC,39-5953116
Sweden,9/22/2047,46905.19,"Saturday, May 25, 2019",Smartphones,Johns and Sons,Maxie Marrow,Caro Morfield,PC,71-3278650
Portugal,4/29/2120,66568.74,"Wednesday, May 22, 2019",Clothing,"Farrell, Swaniawski and Crist",Celine Tumasian,Hortense Gerring,PC,38-6891011
Bulgaria,3/12/2298,123710.97,"Saturday, October 3, 2020",Smartphones,Friesen and Sons,Charil Alpe,Bernadine Fullagar,PC,06-5566367
France,1/28/2130,71329.6,"Tuesday, October 27, 2020",Books,Johns and Sons,Othello Bowes,Maighdiln Upcraft,Tablet,30-9025281
Spain,12/17/2086,56754.72,"Sunday, September 27, 2020",Beauty,Johns and Sons,Emalia Dinse,Bertha Walbrook,PC,80-4161102
Sweden,5/15/2175,83208.68,"Monday, January 14, 2019",Electronics,Labadie and Sons,Maxie Marrow,Caro Morfield,PC,96-1388247
France,11/22/2159,77572.71,"Monday, September 30, 2019",Accessories,Schoen-Keeling,Othello Bowes,Avrit Chanders,Mobile,21-2097342
France,9/29/2188,84761.75,"Tuesday, August 27, 2019",Books,"Schmitt, Purdy and Johnson",Othello Bowes,Avrit Chanders,PC,30-4045249
France,8/21/2326,126360.36,"Tuesday, April 30, 2019",Appliances,Hilll-Vandervort,Othello Bowes,Avrit Chanders,Tablet,31-9806848
Portugal,2/16/2149,72540.66,"Saturday, May 9, 2020",Electronics,"Zieme, Bailey and Herzog",Celine Tumasian,Brynn Dempster,PC,09-7835975
Portugal,9/28/1989,26800.66,"Sunday, March 22, 2020",Outdoors,Kihn Inc,Celine Tumasian,Aurelie Wren,PC,16-9758497
Bulgaria,1/9/2010,32508.07,"Friday, May 22, 2020",Games,Friesen-Rath,Charil Alpe,Shermy McGready,PC,54-1058965
UK,6/14/2151,73979.21,"Friday, March 29, 2019",Games,Marquardt-Kuvalis,Jessamine Apark,Genevra Charrisson,PC,84-0565956
Portugal,5/22/2005,33113.15,"Monday, February 4, 2019",Games,Wisoky Inc,Celine Tumasian,Hortense Gerring,PC,85-6263705
France,8/5/2135,75569.65,"Thursday, September 3, 2020",Clothing,McClure Inc,Othello Bowes,Crysta Halls,PC,46-4560578
Sweden,8/11/2000,30101.52,"Thursday, October 15, 2020",Games,Hilll-Vandervort,Maxie Marrow,Madelon Bront,PC,08-5093310
Finland,8/8/2432,158970.75,"Tuesday, July 9, 2019",Clothing,"Farrell, Swaniawski and Crist",Hube Corey,Mellicent Mattys,Tablet,21-8525376
France,3/18/2192,89503.91,"Thursday, July 30, 2020",Beauty,"Farrell, Swaniawski and Crist",Othello Bowes,Ora Grennan,PC,60-0406937
Germany,8/14/1982,23924.96,"Tuesday, October 6, 2020",Electronics,"Leffler, Prohaska and Streich",Rickard Doogood,Casie MacBain,Mobile,61-4937643
Portugal,2/2/2157,80793.31,"Sunday, March 1, 2020",Clothing,Tillman and Sons,Celine Tumasian,Aurelie Wren,PC,94-3251589
Germany,10/17/2585,217269.5,"Friday, July 3, 2020",Accessories,Considine-Fisher,Rickard Doogood,Casie MacBain,Mobile,48-2124998
Sweden,12/5/2343,136037.76,"Tuesday, January 29, 2019",Clothing,Kirlin and Sons,Maxie Marrow,Alyosha Meah,PC,19-1017922
Denmark,2/2/2030,38987.32,"Thursday, January 9, 2020",Books,Johns and Sons,Modestia Byfford,Cobby Andersen,PC,51-1141675
Germany,10/9/2347,133307,"Tuesday, May 7, 2019",Electronics,"Lueilwitz, Kerluke and Lesch",Rickard Doogood,Casie MacBain,PC,94-2134593
France,1/7/1997,30412.8,"Monday, February 3, 2020",Clothing,Homenick-Marvin,Othello Bowes,Ora Grennan,PC,82-0616982
Belgium,6/15/2236,103042.66,"Friday, November 27, 2020",Smartphones,Labadie and Sons,Lambert Norheny,Collin Mackness,PC,22-5761330
Luxembourg,7/10/1972,21168.53,"Monday, November 4, 2019",Appliances,Hessel-Stiedemann,Ilsa Kob,Jocelyn Laurentino,PC,62-1694462
UK,8/19/2375,148063.76,"Tuesday, April 9, 2019",Games,"Schowalter, Lesch and Beahan",Jessamine Apark,Jay Morefield,PC,66-2612057
France,7/25/2109,65819.64,"Thursday, March 21, 2019",Accessories,"Hermiston, Simonis and Wisoky",Othello Bowes,Ora Grennan,PC,01-7655863
Sweden,8/16/2090,57295.56,"Saturday, June 15, 2019",Electronics,"Hamill, Kulas and Roob",Maxie Marrow,Madelon Bront,PC,06-2196763
France,3/28/2584,215326.95,"Tuesday, December 15, 2020",Appliances,Armstrong-Little,Othello Bowes,Crysta Halls,PC,84-4465649
Portugal,9/28/2052,48783.4,"Thursday, October 8, 2020",Appliances,Johns and Sons,Celine Tumasian,Corene Shirer,PC,63-6767584
Netherlands,4/8/2113,62714.74,"Friday, March 13, 2020",Clothing,Dibbert Inc,Denice Amberg,Nero Harbisher,PC,75-7443241
Portugal,10/22/2185,86770.57,"Saturday, January 4, 2020",Beauty,"Murray, Reichel and Nolan",Celine Tumasian,Brynn Dempster,PC,34-8182639
Portugal,5/15/2056,48976.96,"Wednesday, March 27, 2019",Books,"Lind, Mueller and Stoltenberg",Celine Tumasian,Aurelie Wren,Mobile,53-3803984
France,6/23/2104,59166.13,"Saturday, May 23, 2020",Games,"Lubowitz, McLaughlin and Erdman",Othello Bowes,Avrit Chanders,PC,68-0176456
France,11/19/2102,64811.2,"Thursday, January 2, 2020",Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC,63-7370049
France,5/22/2382,142273.55,"Monday, September 2, 2019",Appliances,Johns and Sons,Othello Bowes,Maighdiln Upcraft,PC,03-3461826
Sweden,8/21/2408,154734.75,"Thursday, June 25, 2020",Electronics,"Jacobson, Marvin and Brown",Maxie Marrow,Tarrah Castelletti,PC,76-5888381
France,11/9/2481,172014.71,"Thursday, June 20, 2019",Books,Johns and Sons,Othello Bowes,Crysta Halls,PC,43-7357498
France,12/1/2009,31954.18,"Saturday, February 2, 2019",Electronics,Hane Inc,Othello Bowes,Amelina Piscopiello,PC,88-8981595
Portugal,6/5/2332,136620.39,"Tuesday, June 23, 2020",Electronics,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC,95-6123269
Netherlands,2/27/2372,145688.38,"Wednesday, June 24, 2020",Outdoors,Kirlin and Sons,Denice Amberg,Nero Harbisher,PC,60-6986682
France,6/11/2457,175344.16,"Wednesday, June 26, 2019",Electronics,Kirlin and Sons,Othello Bowes,Crysta Halls,Mobile,29-5478106
Sweden,10/25/2588,201848.41,"Friday, June 14, 2019",Smartphones,"Schowalter, Lesch and Beahan",Maxie Marrow,Alyosha Meah,Mobile,49-2256360
Sweden,7/25/1954,16543.93,"Saturday, March 9, 2019",Smartphones,Johns and Sons,Maxie Marrow,Anita Woakes,Tablet,59-2480731
Bulgaria,12/18/2308,130611.16,"Sunday, December 20, 2020",Electronics,"Abbott, Roberts and Torp",Charil Alpe,Shermy McGready,Mobile,63-6848448
Sweden,12/5/1970,22454.05,"Tuesday, February 19, 2019",Books,"Farrell, Swaniawski and Crist",Maxie Marrow,Alyosha Meah,PC,14-5110197
Portugal,4/22/2077,54238.92,"Wednesday, February 6, 2019",Electronics,Schoen-Keeling,Celine Tumasian,Hortense Gerring,PC,42-2646312
Finland,7/15/2078,56883.62,"Wednesday, October 28, 2020",Games,Hilll-Vandervort,Hube Corey,Mellicent Mattys,PC,60-8083173
Spain,4/15/2016,35802.68,"Wednesday, February 13, 2019",Books,Johns and Sons,Emalia Dinse,Perri Aldersley,PC,76-1827989
Portugal,11/6/2371,136562.9,"Thursday, April 9, 2020",Beauty,Tromp LLC,Celine Tumasian,Hortense Gerring,PC,36-4321653
Ireland,9/10/2353,138102.04,"Friday, October 9, 2020",Smartphones,Considine-Fisher,Glenine Suttaby,Bunnie Tonbridge,PC,18-7046062
Italy,3/10/2224,96030.18,"Tuesday, October 6, 2020",Games,"Bashirian, Okuneva and Bechtelar",Piggy Roscrigg,Joshua Prevost,PC,73-4380400
France,12/7/2059,48076.46,"Saturday, May 16, 2020",Appliances,Stehr LLC,Othello Bowes,Maighdiln Upcraft,PC,47-5051773
France,4/11/2115,63359.4,"Thursday, February 21, 2019",Appliances,Johns and Sons,Othello Bowes,Amelina Piscopiello,Mobile,92-3687989
Sweden,7/11/2077,56439.28,"Sunday, September 29, 2019",Appliances,Larkin-Collier,Maxie Marrow,Alyosha Meah,Mobile,60-9753536
Belgium,7/30/2108,61617.41,"Monday, June 3, 2019",Clothing,"Hermiston, Simonis and Wisoky",Lambert Norheny,Collin Mackness,Mobile,39-5658730
Sweden,12/16/2260,115372.45,"Monday, April 27, 2020",Books,McGlynn-Prosacco,Maxie Marrow,Madelon Bront,PC,73-8632957
